Date,Close,High,Low,Open,Volume
2004-04-01,887.0800171,896.6699829,886.0599976,896.6699829,81398400
2004-04-02,887.3400269,891.8599854,885.5499878,886.9400024,75549200
2004-04-05,889.5999756,891.5800171,887.5999756,887.9400024,59694400
2004-04-06,884.1599731,891.7199707,881.7600098,889.0200195,77317000
2004-04-07,882.3400269,887.3599854,877.9000244,885.4199829,95681400
2004-04-08,884.4799805,886.210022,880.0499878,882.2700195,67867600
2004-04-09,883.0900269,887.4199829,882.6599731,884.539978,45334200
2004-04-12,879.7800293,885.8800049,878.6599731,883.1500244,62836600
2004-04-13,880.3699951,882.3400269,878.2199707,880.0100098,63913800
2004-04-14,866.289978,878.7000122,866.0300293,878.7000122,92486600
2004-04-15,861.1900024,866.8099976,852.4899902,866.8099976,91472000
2004-04-16,861.8099976,865.6500244,859.1300049,860.4799805,57350400
2004-04-19,855.7600098,863.4799805,851.2000122,861.9199829,64743400
2004-04-20,861.3300171,861.7299805,855.2000122,856.4500122,61488800
2004-04-21,864.0200195,864.9299927,860.3099976,860.3099976,53666600
2004-04-22,871.6300049,872.9799805,864.7999878,864.7999878,60606800
2004-04-23,875.5,875.5,871.4099731,872.0200195,66465200
2004-04-26,870.1199951,875.8499756,870.1199951,875.8099976,56032200
2004-04-27,868.3200073,870.6199951,863.9000244,869.7199707,52695600
2004-04-28,861.5700073,868.5700073,860.539978,868.5700073,52458800
2004-04-29,849.7199707,861.210022,849.1300049,861.0200195,64401800
2004-04-30,838.210022,848.4699707,836.5200195,848.4699707,109408400
2004-05-05,846.6799927,850.3200073,840.4199829,840.4199829,78721000
2004-05-06,842.7700195,851.5,842.7700195,845.7399902,63298200
2004-05-07,835.3699951,845.7000122,833.6199951,843.2000122,88735600
2004-05-10,813.4400024,834.0599976,808.289978,834.0599976,111810800
2004-05-11,810.1599731,814.7199707,801,812.4400024,125836800
2004-05-12,818.7199707,827.4299927,813.7000122,813.7000122,84224000
2004-05-13,803.1099854,820.6199951,802.4500122,818.8599854,86724400
2004-05-14,793.9699707,805.5599976,790.3499756,802.8699951,95810400
2004-05-17,781.0499878,794.8900146,769.289978,794,131050800
2004-05-18,783.2700195,783.9799805,771.9400024,781.289978,102470000
2004-05-19,793.8300171,795.3400269,783.4299927,783.4299927,102068000
2004-05-20,788.8699951,795.1300049,783.460022,792.8900146,97137200
2004-05-21,791.5300293,797.0499878,787.6900024,787.7800293,81320800
2004-05-24,794.3900146,796.8200073,791.7700195,793.2999878,52803600
2004-05-25,796.4799805,800.9699707,794.4899902,794.5100098,73808000
2004-05-26,799.25,803.1500244,797.7999878,797.7999878,74872800
2004-05-27,811.7399902,812.3699951,800.6799927,800.9799805,78186000
2004-05-28,808.4400024,817.1699829,808.4400024,812.710022,99640600
2004-05-31,810.6699829,812.1500244,804.1500244,808.8900146,29680600
2004-06-01,812.2700195,813.3800049,809.8800049,811.6599731,35658200
2004-06-02,806.3599854,816.0999756,804.8400269,813.1900024,39170600
2004-06-03,798.5800171,809.4899902,792.8800049,807.8800049,63899600
2004-06-04,802.8200073,802.8200073,796.7600098,798.460022,45263000
2004-06-07,815.7299805,820.5,803.75,804.3400269,59665800
2004-06-08,817.3900146,823.2399902,816.1900024,818.4199829,48163400
2004-06-09,818.4000244,819.039978,815.8800049,817.5800171,44174800
2004-06-10,823.9099731,826.5,816.25,818.3800049,45295600
2004-06-11,824.3200073,824.8699951,820.7800293,823.9899902,38219000
2004-06-14,817.6099854,823.7000122,816.4899902,823.5,34337000
2004-06-15,810.0300293,819.0800171,810.0300293,818.5100098,44437800
2004-06-16,818.1599731,818.4299927,812.5200195,812.5200195,46353000
2004-06-17,821.2999878,821.2999878,817.1500244,818.2199707,56541600
2004-06-18,821.9299927,822.4699707,816.8300171,821.3200073,36499200
2004-06-21,825.5599976,825.5599976,821.1799927,822.4000244,47775200
2004-06-22,818.4699707,823.8599854,817.5499878,823.8599854,68204800
2004-06-23,822.0900269,823.4899902,817.8099976,818.4500122,60899200
2004-06-24,826.7999878,827.2999878,823.4799805,825.960022,46717000
2004-06-25,824.2299805,826.6699829,822.210022,826.4699707,35274600
2004-06-28,822.2199707,825.8599854,822.2199707,823.1199951,32228600
2004-06-29,823.2800293,828.1799927,822.5100098,822.7299805,50768000
2004-06-30,819.8599854,828.2199707,819.8599854,824.2000122,81308000
2004-07-01,828.0999756,828.0999756,820.4099731,820.4699707,39100200
2004-07-02,830.6799927,831.3499756,824.5499878,827.25,37839200
2004-07-05,843.6099854,845.8099976,831.4899902,831.6400146,75762800
2004-07-06,851.7999878,854.5599976,844.6799927,844.6799927,107237600
2004-07-07,855.0800171,858.3599854,844.039978,849.4099731,77229200
2004-07-08,851.7700195,854.8099976,847.0599976,854.8099976,44226000
2004-07-09,854.0599976,854.0599976,844.5800171,849.710022,50771200
2004-07-12,851.1300049,854.789978,848.9199829,853.8900146,47704000
2004-07-13,851.8200073,852.1400146,843.0499878,850.9299927,40840000
2004-07-14,845.0200195,851.7700195,840.7299805,851.1099854,41699200
2004-07-15,838.5999756,846.2000122,837.6500244,845.0200195,37400600
2004-07-16,842.6500244,843.5999756,838.6199951,838.6199951,33365200
2004-07-19,843.1500244,843.1500244,837.4699707,842.8099976,28031000
2004-07-20,838.6400146,843.2800293,836.9500122,843.2800293,35501000
2004-07-21,840.8800049,841.1500244,838.0100098,839.4099731,37008600
2004-07-22,839.3699951,841.8400269,837.3200073,840.7199707,44000000
2004-07-23,838.2000122,841.0700073,836.1400146,839.8900146,51278200
2004-07-26,838.4899902,839.9099731,835.8699951,838.1900024,48233800
2004-07-27,836.1500244,839.4500122,835.6199951,838.0800171,51594400
2004-07-28,838.6400146,841.0300293,835.2800293,838.3099976,57221000
2004-07-29,833.5,837.3800049,832.4199829,837.3800049,43778200
2004-07-30,833.9799805,835.5499878,832.2299805,834.0700073,54984400
2004-08-02,827.4899902,833.3900146,822.8900146,832.6900024,50782800
2004-08-03,825.5300293,831.1500244,824.3699951,828.0300293,42841400
2004-08-04,824.8800049,827,824.2299805,825.3499756,40626600
2004-08-05,824.3699951,826.4299927,822.5100098,824.7299805,40621200
2004-08-06,820.0999756,822.5300293,817.5700073,822.5300293,49099600
2004-08-09,816.8099976,819.3800049,813.5800171,818.8400269,39093200
2004-08-10,820.7800293,821.5900269,815.9299927,816.039978,53488000
2004-08-11,821.4500122,823.6199951,820.0900269,822.6799927,42126800
2004-08-12,819.8499756,822.0100098,816.1199951,821.3499756,55415000
2004-08-13,815.6199951,819.6300049,813.0100098,819.6300049,53583200
2004-08-16,809.1199951,816.6799927,805.9500122,816.6799927,62352400
2004-08-17,808.5100098,813.3099976,807.8300171,808.1699829,51521400
2004-08-18,809.5599976,810.6699829,807.2999878,808.4500122,33322600
2004-08-19,810.1500244,811.3400269,808.5700073,809.7299805,35415400
2004-08-20,808.4699707,812.1099854,806.9099731,809.9099731,37960400
2004-08-23,808.6099854,810.6099854,807.0700073,808.9199829,41812200
2004-08-24,804.8900146,810.0499878,804.7199707,808.5599976,47016000
2004-08-25,807.5599976,807.5599976,802.4000244,805.25,48959000
2004-08-26,818.5300293,818.5300293,808.1400146,808.4500122,67682400
2004-08-27,821.4899902,823.0800171,818.2399902,819.5900269,54886400
2004-08-30,827.9799805,830.1699829,819.4099731,820.5599976,52925400
2004-09-01,828.3800049,829.6699829,824.2600098,828.960022,53789800
2004-09-02,842.039978,851.539978,823.4500122,828.4299927,157065400
2004-09-03,841.9000244,846.5599976,839.4299927,844.6400146,85841200
2004-09-06,838.7700195,843.7199707,836.0200195,842.8699951,43450200
2004-09-07,842.289978,847.0700073,838.0700073,838.0700073,60567600
2004-09-08,850.1099854,851.6900024,842.0100098,842.0100098,91000200
2004-09-09,846.9699707,851.0499878,840.2000122,849.2800293,59694400
2004-09-10,850.289978,850.7800293,846.3400269,846.3400269,59643200
2004-09-13,857.25,859.3599854,849.7199707,849.7199707,91454800
2004-09-14,856.710022,861.0800171,855.789978,857.7600098,71932800
2004-09-15,853.2399902,860.7299805,851.1199951,857.4199829,54900200
2004-09-16,857.789978,858.6900024,851.9299927,853.7299805,59026800
2004-09-17,859.6599731,860.5599976,857.6300049,857.6300049,62120200
2004-09-20,865.3400269,866.4400024,860,860,67194000
2004-09-21,865.1300049,868.5200195,863.8200073,865.2800293,60159200
2004-09-22,856.2999878,866.5599976,855.4500122,864.9699707,61715400
2004-09-23,852.8900146,855.2700195,851.75,855.25,52454800
2004-09-24,855.3200073,856.5100098,852.3200073,852.3200073,37601800
2004-09-27,848.2800293,855.2999878,846.1400146,854.0800171,44520400
2004-09-28,845.460022,847.0999756,841.5999756,845.0100098,60288000
2004-09-29,846.7199707,848.210022,844.3699951,845.8099976,37981600
2004-09-30,849.960022,853.8699951,846.2299805,846.7600098,63442200
2004-10-01,853.9299927,856.289978,849.8099976,849.8099976,52644800
2004-10-04,865.0700073,865.6199951,855.3099976,855.7399902,80411800
2004-10-05,861.5599976,868.3599854,859.5100098,865.7199707,90128400
2004-10-06,861.539978,866.5200195,857.6599731,860.9500122,66737900
2004-10-07,864.1599731,864.1599731,860.4799805,862.4899902,67415300
2004-10-08,861.0800171,864.0200195,859.25,864.0200195,58738100
2004-10-11,855.0999756,861.0100098,852.0200195,860.8699951,47375400
2004-10-12,852.7999878,855.6500244,850.2299805,853.5900269,55847900
2004-10-13,853.3099976,854.6199951,850.3800049,853.3099976,45414700
2004-10-14,852.1599731,853.7800293,850.0200195,852.3599854,32584400
2004-10-15,851.289978,853.0800171,849.7999878,851.7999878,27412600
2004-10-18,851.6900024,853.5999756,848.3699951,851.6500244,41675100
2004-10-19,851.7399902,853.2299805,850.0100098,852.0900269,48093700
2004-10-20,848.6500244,853.5100098,847.289978,851.039978,44638600
2004-10-21,849.210022,851.1699829,847.8900146,848.5999756,45085500
2004-10-22,853.8800049,854.4099731,849.1599731,850.1199951,39425000
2004-10-25,850.9500122,854.1099854,848.5999756,853.710022,40234300
2004-10-26,851.5499878,854.5800171,849.1500244,851.460022,53461800
2004-10-27,851.1699829,855.2299805,849.2000122,851.8499756,35165300
2004-10-28,852.9899902,854.2299805,849.3400269,849.3400269,37800300
2004-10-29,861.1400146,861.4199829,852.5599976,853.0700073,66812700
2004-11-01,864.039978,864.2700195,859.0300293,860.0900269,54063300
2004-11-02,874.1699829,875.6799927,864.1300049,864.1300049,104444900
2004-11-03,878.4500122,880.6300049,873.8200073,874.5300293,89100800
2004-11-04,872.0200195,879.3699951,870.8400269,878.3699951,54047500
2004-11-05,871.4799805,875.9000244,870.789978,873.6099854,44021700
2004-11-08,872.8900146,873.2399902,869.2800293,871.6099854,57037800
2004-11-09,876.3699951,876.9299927,870.4099731,872.2000122,61329400
2004-11-10,882.289978,883.6099854,877.9799805,877.9799805,79226400
2004-11-17,901.6599731,902.3699951,885.5300293,885.5300293,164178700
2004-11-18,904.4799805,918.5100098,901.5100098,910.6099854,197033000
2004-11-19,897.0300293,905.0599976,894.1099854,904.6500244,100161100
2004-11-22,895.9400024,897.1400146,892.3699951,897.1099854,55405100
2004-11-23,909.3800049,910.5700073,896.3400269,896.3400269,126041300
2004-11-29,915.9000244,915.9000244,906.7999878,909.3699951,124504700
2004-11-30,917.1900024,917.5999756,907.7299805,915.7600098,127552900
2004-12-01,914.6199951,917.6099854,911.1099854,916.1099854,87881700
2004-12-02,919.9699707,920.5700073,915.210022,918.8900146,133700300
2004-12-03,917.1699829,920.5599976,914.6099854,919.9500122,76049700
2004-12-06,916.3599854,917.8800049,912.3800049,917.4299927,74245700
2004-12-07,912.4099731,915.6400146,907.9799805,915.4699707,63956400
2004-12-08,902.2999878,909.6300049,898.9099731,909.6300049,81947900
2004-12-09,894.9799805,905.0499878,893.4799805,901.8599854,66047400
2004-12-10,894.2299805,900.1199951,888.9699707,895.4099731,65848600
2004-12-13,897.3400269,897.6799927,892.8300171,894.6699829,43701700
2004-12-14,897.0200195,899.8599854,896.6799927,897.8499756,54569700
2004-12-15,904.7600098,904.7600098,897.2700195,897.2700195,79341700
2004-12-16,904.289978,906.3099976,902.6199951,904.9099731,61635300
2004-12-17,903,904.5800171,901.4400024,902.3900146,77494500
2004-12-20,909.6099854,910.039978,901.6300049,902.2199707,52552500
2004-12-21,906.5,909.9400024,904.6599731,908.3699951,54571000
2004-12-22,903.2999878,908.6699829,903.2999878,906.5999756,0
2004-12-23,909.2999878,909.2999878,903.710022,903.7199707,0
2004-12-24,907.2000122,908.4299927,904.6300049,908.4299927,0
2004-12-27,906.8900146,907.4699707,901.1199951,906.2000122,19970400
2004-12-28,906.5499878,907.710022,903.5800171,906.8300171,30144200
2004-12-29,907.5800171,908.6599731,905.7199707,906.9699707,26815700
2004-12-30,910.1300049,910.1300049,905.3099976,907.4899902,39006100
2004-12-31,907.4299927,911.7000122,901.1500244,909.9500122,0
2005-01-03,903.8400269,907.0200195,897.1300049,907.0200195,0
2005-01-04,902.4899902,904.4400024,897.7700195,900.6799927,0
2005-01-05,907.960022,908.8599854,901.7000122,901.7000122,0
2005-01-06,910.4199829,912.0800171,907.0100098,907.9500122,0
2005-01-07,916.2800293,918.5599976,909.8400269,910.9000244,102465200
2005-01-10,919.0200195,919.7299805,915.7999878,917.4199829,0
2005-01-11,930.6300049,931.039978,919.2000122,919.960022,0
2005-01-12,933.3300171,934.1799927,929.3900146,931.2700195,115094100
2005-01-13,934.0999756,935.3300171,929.3599854,934.0100098,99247100
2005-01-14,929.7399902,933.0900269,926.6400146,932.8300171,0
2005-01-17,932.2600098,935.1699829,929.1900024,929.4199829,0
2005-01-18,937.5599976,937.5599976,931.5999756,932.5,0
2005-01-19,935.5300293,940.9400024,934.9899902,940.210022,92002200
2005-01-20,929.7199707,936.9699707,926.9400024,936.7999878,91046800
2005-01-24,923.3300171,926.6500244,919.2999878,926.6500244,86067800
2005-01-25,919.75,925.4899902,917.9899902,921.8699951,80317200
2005-01-26,923.3699951,923.8499756,920.0599976,920.8599854,62589600
2005-01-27,919.9500122,924.1599731,916.7299805,923.7999878,67187000
2005-01-28,917.2299805,918.9799805,912.7700195,918.9699707,63477600
2005-01-31,916.2700195,919.3900146,913.3699951,915.4099731,71542400
2005-02-02,918.5100098,920.0300293,913.7399902,917.7999878,105113200
2005-02-03,917.8499756,919.4799805,914.2999878,916.2800293,76132800
2005-02-04,907.5200195,917.0499878,907.5200195,917.0499878,84671400
2005-02-07,912.5800171,912.6500244,908.2299805,908.8300171,68144800
2005-02-08,914.9099731,914.9500122,911.5700073,911.8699951,37158800
2005-02-14,920.3099976,920.9899902,915.1699829,915.2299805,69619200
2005-02-15,921.710022,921.710022,916.6400146,919.3699951,62343200
2005-02-16,919.4299927,922.1099854,917.1400146,920.710022,70383000
2005-02-17,912.6199951,920.8099976,912.6199951,919.4799805,96836000
2005-02-18,907.75,912.6099854,905.7999878,912.6099854,90518800
2005-02-21,904.7199707,909.960022,903.3099976,908.789978,76615200
2005-02-22,904.75,906.4299927,900.960022,903.7999878,66291600
2005-02-23,899.6799927,903.3200073,896.0200195,903.3200073,68835600
2005-02-24,903.6400146,906.1599731,900.7800293,900.7800293,70985600
2005-02-25,903.5100098,907.4199829,903.3400269,904.1199951,69601200
2005-02-28,907.3800049,907.3800049,903.4099731,905.0599976,71164600
2005-03-01,898.4899902,906.2199707,894.5700073,904.9199829,106439200
2005-03-02,891.9000244,900.3699951,891.6500244,899.0900269,77907200
2005-03-03,889.4400024,896.4899902,889.4400024,892.4099731,72666400
2005-03-04,885.3300171,892.1500244,885.3300171,889.7000122,65548400
2005-03-07,891.1799927,892.4699707,887.2399902,887.2399902,70937000
2005-03-08,897.5,898.6699829,892.6300049,892.6900024,69158000
2005-03-09,903.6199951,903.6199951,896.7600098,898.4400024,54056000
2005-03-10,899.3200073,902.9400024,896.7299805,902.8699951,49572000
2005-03-11,901.4500122,901.5700073,898.2600098,899.0100098,56662200
2005-03-14,901.6400146,902.960022,899.1799927,901.0700073,61380200
2005-03-15,898.2000122,902.9899902,896.6199951,901.6500244,60415000
2005-03-16,897.5100098,899.5200195,894.7399902,895.5499878,60588800
2005-03-17,899.2600098,899.4699707,896.0300293,897.8200073,72361600
2005-03-18,894,899.9699707,890.6099854,899.1500244,69711600
2005-03-21,885.6199951,895.289978,883.8699951,893.960022,65314400
2005-03-22,878.6300049,886.0499878,876.6500244,884.8300171,84977600
2005-03-23,881.25,882.5599976,870.8099976,872.1500244,82767800
2005-03-24,882.3900146,885.6799927,879.5499878,881.25,53868400
2005-03-25,883.4000244,884.5599976,881.9000244,882.5700073,25111600
2005-03-28,885.4400024,886.9799805,883.4000244,883.4000244,32397600
2005-03-29,881.8699951,887.0200195,877.9799805,885.289978,70795600
2005-03-30,877.75,881.8599854,876.4000244,881.3800049,54744200
2005-03-31,871.3499756,881.1699829,870.4400024,879,77598200
2005-04-01,875.9199829,878.7199707,872.9400024,873.4299927,44997200
2005-04-04,867.2299805,875.5100098,864.4500122,874.3400269,60021800
2005-04-05,869.8099976,871.5100098,866.5800171,866.6199951,58604400
2005-04-06,861.75,870.0800171,859.9400024,869.6799927,81722000
2005-04-07,861.5200195,866.0499878,859.8099976,860.4500122,83507200
2005-04-08,864.0200195,869.8099976,862.460022,862.4699707,73479400
2005-04-11,869.9299927,871.710022,863.9000244,864.3900146,49071800
2005-04-12,866.2399902,871.5300293,866.2399902,868.6799927,45161000
2005-04-13,874.2299805,874.5999756,867.0999756,867.1799927,43478600
2005-04-14,877.2299805,879.7700195,873.710022,873.7399902,43138200
2005-04-15,874.25,880.0700073,874.25,877.5599976,42677200
2005-04-18,866.6599731,872.7000122,863.9299927,871.8499756,48959000
2005-04-19,867.7700195,872.1599731,866.8699951,866.8699951,40576600
2005-04-20,871.9099731,874.5100098,868.1900024,868.1900024,70685600
2005-04-22,877.7800293,879.6699829,875.6199951,876.9199829,70369600
2005-04-25,871.9799805,877.289978,871.3900146,877.289978,53775800
2005-04-26,872.4299927,874.1900024,871.25,871.8900146,48062600
2005-04-27,872.4500122,874.8400269,870.1900024,872.6500244,49260400
2005-04-28,873.8499756,877.8400269,872.7600098,872.7600098,49153000
2005-04-29,878.960022,880.5599976,873.7299805,873.7299805,78862000
2005-05-03,892.0300293,893.7299805,878.789978,878.789978,66902400
2005-05-04,903.0700073,903.0700073,895.0900269,895.5,109646000
2005-05-05,904.0599976,906.4899902,898.9199829,904.9400024,70482800
2005-05-06,901.2199707,903.2399902,897.0900269,903.0300293,57653200
2005-05-09,901.289978,902.6199951,896.5100098,901.3900146,60101000
2005-05-10,902.8400269,904.3400269,899.789978,901.2199707,44766400
2005-05-11,898.7000122,901.8900146,892.0999756,901.8900146,71190000
2005-05-12,893.4000244,898.6300049,891.6300049,897.6599731,48662200
2005-05-13,891.3599854,894.1599731,888.8300171,893.5999756,52162200
2005-05-16,889.2700195,892.7600098,887.9699707,890.8900146,40349800
2005-05-17,891.3900146,892.1599731,888.6300049,889.9799805,62821200
2005-05-18,886.3699951,892.5800171,885.0499878,891.210022,58319400
2005-05-19,887.4699707,888.5100098,885.5800171,886.4699707,39463800
2005-05-20,883.1699829,889.2399902,883.1699829,887.1699829,43499200
2005-05-24,884.3400269,886.5999756,882.210022,884.0800171,54585800
2005-05-25,870.0999756,883.9799805,868.7399902,883.9799805,91308200
2005-05-26,867.0999756,868.9400024,859.7999878,868.9400024,97685600
2005-05-27,869.1099854,869.1300049,865.3499756,866.789978,51326800
2005-05-30,869.960022,869.960022,864.8699951,869,38929200
2005-05-31,860.7299805,870.5200195,860.7299805,869.9899902,89556600
2005-06-01,861.960022,864.9000244,859.8099976,861.0499878,59158400
2005-06-02,862.4000244,863.4400024,858.8400269,862.5300293,80609600
2005-06-03,865.8800049,867.4099731,860.2299805,861.9899902,85726800
2005-06-06,871.9699707,871.9699707,865.5700073,865.9699707,57072200
2005-06-07,876.9199829,876.9199829,871.5700073,872.2700195,37811000
2005-06-08,879.4400024,879.4400024,874.7000122,874.7000122,62044000
2005-06-09,879.4000244,880.2399902,876.5700073,877.8300171,55784200
2005-06-10,890.0200195,892.9799805,879.1400146,879.1900024,93902400
2005-06-13,894.6799927,895.0700073,890.8800049,890.8800049,92330800
2005-06-14,892.6400146,897.5300293,891.8699951,894.8200073,78124400
2005-06-15,900.2999878,900.2999878,892.7700195,892.7700195,72473600
2005-06-16,898.039978,901.4299927,897.0499878,900.5100098,61007600
2005-06-17,897.0599976,899.1599731,893.6199951,898.2999878,54398200
2005-06-20,896.75,898.6300049,894.6500244,897.1699829,47080000
2005-06-21,896.3099976,898.1900024,894.6500244,897.4199829,57162400
2005-06-22,903.3300171,905.3699951,895.0900269,895.0900269,103325800
2005-06-23,902.3099976,906,897.960022,903.8300171,78527400
2005-06-24,898.0800171,901.4099731,897.1500244,900.9299927,54799800
2005-06-27,891.2299805,899.1099854,890.2700195,898.1799927,62378400
2005-06-28,894.6699829,896.6400146,891.1199951,891.1199951,59298200
2005-06-29,889.9799805,896.960022,889.9799805,895.5300293,54672200
2005-06-30,888.3200073,894.2299805,888.3200073,890.4199829,66656400
2005-07-01,894.0200195,894.289978,888.1799927,888.1799927,54950800
2005-07-04,898.6900024,900.1500244,893.7999878,893.7999878,62233200
2005-07-05,898.8699951,901.6500244,897.0300293,899.4099731,57753200
2005-07-06,902.6900024,905.2800293,898.3300171,898.3300171,78104400
2005-07-07,906.960022,907.75,903.1300049,903.1900024,79784000
2005-07-08,903.6099854,905.4199829,901.4500122,904.4799805,54010800
2005-07-11,909.3200073,910.8599854,904.3400269,904.4899902,74629400
2005-07-12,915.7199707,918.3699951,912,912.0499878,105402400
2005-07-13,913.0700073,915.8699951,911.4899902,915.5800171,55870200
2005-07-14,921.0599976,922.4500122,912.9199829,913.0900269,90503600
2005-07-15,916.8400269,922.789978,916.6599731,921.0599976,60918000
2005-07-18,915.0800171,918.7999878,914.5499878,917.4299927,46883200
2005-07-19,916.7800293,919.4799805,913.5499878,914.9799805,62690400
2005-07-20,924.0100098,926.3099976,915.2000122,915.2000122,111158400
2005-07-21,921.9400024,928.5200195,921.25,924.0900269,74759600
2005-07-22,939.6900024,939.6900024,927.210022,938.0999756,259228200
2005-07-25,939.8400269,940.5999756,936.0999756,939.1799927,121216400
2005-07-26,935.7399902,941.8499756,934.289978,940.2000122,93122400
2005-07-27,931.9699707,937.4699707,931.3900146,936.3499756,79078400
2005-07-28,934.3800049,936.6199951,932.1099854,932.1400146,93674400
2005-07-29,937.3900146,938.75,931.9400024,935.5100098,92807200
2005-08-01,938.2199707,940.3800049,935.5599976,938.2999878,69305200
2005-08-02,941.3300171,943.7199707,937.960022,938.6500244,94544800
2005-08-03,952.5900269,953.289978,941.5599976,942.539978,140736000
2005-08-04,945.2299805,953.8800049,942.4899902,951.6300049,99100000
2005-08-05,943.4099731,946.2199707,941.8499756,946.2199707,62604000
2005-08-08,948.0200195,948.8800049,942.1300049,943.0499878,76404400
2005-08-09,944.9400024,948.0499878,942.289978,947.0800171,58076200
2005-08-10,939.4799805,947.1699829,935.7700195,945.3200073,58824800
2005-08-11,936.0499878,938.9799805,934.1900024,938.8599854,78121200
2005-08-12,937.039978,938.2199707,934.1699829,935.5200195,55371000
2005-08-15,927.9199829,938.8499756,927.9199829,937.3200073,55187400
2005-08-16,926.4899902,933.8099976,924.8499756,930.4000244,67424200
2005-08-17,926.3800049,927.8099976,921.6400146,923.9500122,66809400
2005-08-18,923.6400146,929.5700073,921.6400146,927.5,54777600
2005-08-19,925.539978,926.9500122,919.7199707,924.0700073,50619800
2005-08-22,923.9699707,927.3499756,922.2299805,925.289978,49555400
2005-08-23,923.789978,928.5800171,923.6599731,923.9699707,64705600
2005-08-24,926.0800171,927.6400146,924.0800171,924.3300171,65809800
2005-08-25,919.8499756,925.6400146,918.8699951,925.5200195,67318800
