Date,Price
2022-01-03,3.124700855082142
2022-01-04,3.135361892488136
2022-01-05,3.1318029234883538
2022-01-06,3.1276667836676193
2022-01-07,3.1304674124650216
2022-01-10,3.1261267219897517
2022-01-11,3.1319701666210333
2022-01-12,3.1325833064695194
2022-01-13,3.1252024347752103
2022-01-14,3.1224746489161337
2022-01-17,3.1090291330583972
2022-01-19,3.097265704171634
2022-01-20,3.099073787819348
2022-01-21,3.100017055999224
2022-01-24,3.097841065035894
2022-01-25,3.092275579062262
2022-01-26,3.0988402622953077
2022-01-27,3.101115750904614
2022-01-28,3.100660479515364
2022-01-31,3.106080390266418
2022-02-03,3.113069666465754
2022-02-04,3.1186337318140893
2022-02-07,3.1144131015372354
2022-02-08,3.1198745181208856
2022-02-09,3.133300109506314
2022-02-10,3.14538689579872
2022-02-11,3.13811685300771
2022-02-14,3.15230752759018
2022-02-15,3.1617588856460457
2022-02-16,3.1702648018391755
2022-02-17,3.18645955080721
2022-02-18,3.2336093075939796
2022-02-21,3.2260351097056033
2022-02-22,3.2034819414020586
2022-02-23,3.2076384834262974
2022-02-24,3.1776519669815744
2022-02-25,3.196974097554729
2022-02-28,3.2463211288163363
2022-03-01,3.2588186460296953
2022-03-02,3.2858881946632805
2022-03-03,3.316295494640493
2022-03-04,3.3469283401268446
2022-03-07,3.29301775617148
2022-03-08,3.274142425981979
2022-03-09,3.278954113928067
2022-03-10,3.2941294918235395
2022-03-11,3.2942969908504294
2022-03-14,3.2627862244904
2022-03-15,3.232818107163254
2022-03-16,3.249641279351064
2022-03-17,3.2684630910822587
2022-03-18,3.26478250542662
2022-03-21,3.2704076597682317
2022-03-22,3.2745524649523396
2022-03-23,3.280476876322956
2022-03-24,3.277315523658185
2022-03-25,3.2829179208923995
2022-03-28,3.2792820452522617
2022-03-29,3.2770754755591995
2022-03-30,3.289089265613783
2022-03-31,3.2857974499593396
2022-04-01,3.2827742708209198
2022-04-04,3.3293739924304475
2022-04-05,3.345155866245269
2022-04-06,3.362313952726838
2022-04-07,3.360775343150948
2022-04-08,3.365995195896216
2022-04-11,3.3742678713266017
2022-04-12,3.3826299181517916
2022-04-13,3.4094219157987644
2022-04-14,3.402774902158219
2022-04-15,3.3899504823172997
2022-04-18,3.4015612788513443
2022-04-20,3.4386388840344617
2022-04-21,3.4359167080215434
2022-04-22,3.4345227301811234
2022-04-25,3.443316612906394
2022-04-26,3.4613846009454328
2022-04-27,3.4336524619684603
2022-04-28,3.412312552380026
2022-04-29,3.4536183318727125
2022-05-05,3.4161719290319095
2022-05-06,3.393144293664922
2022-05-09,3.357888015947906
2022-05-10,3.3357360659660604
2022-05-11,3.34381291605065
2022-05-12,3.31746505493798
2022-05-13,3.338406964228055
2022-05-17,3.3570773746840095
2022-05-18,3.3547887406316157
2022-05-19,3.353871598171265
2022-05-20,3.3568746008941543
2022-05-23,3.3602460511295136
2022-05-24,3.3510875105935884
2022-05-25,3.3528502540032172
2022-05-26,3.3644613040569578
2022-05-27,3.3731683238334322
2022-05-30,3.382898526594312
2022-05-31,3.388039119994866
2022-06-01,3.394791478662564
2022-06-02,3.398265871180523
2022-06-03,3.398929671322113
2022-06-07,3.406156058418704
2022-06-08,3.4039733068643496
2022-06-09,3.4019744862831742
2022-06-10,3.3862253982914763
2022-06-13,3.348753282802824
2022-06-14,3.3570423267106704
2022-06-15,3.3425949880554437
2022-06-16,3.353157888449281
2022-06-17,3.3287007365107226
2022-06-20,3.302208909683738
2022-06-21,3.3144162206699685
2022-06-22,3.2953154374107188
2022-06-23,3.2913289510814074
2022-06-24,3.324485639613448
2022-06-27,3.3053823873129353
2022-06-28,3.3168617678058014
2022-06-29,3.3120385385842495
2022-06-30,3.311256342426972
2022-07-01,3.307491433205188
2022-07-04,3.2864782872874754
2022-07-05,3.2923826339722617
2022-07-06,3.265517005790307
2022-07-07,3.276671110769854
2022-07-08,3.2750616480994026
2022-07-12,3.270180626062798
2022-07-13,3.2795336389170044
2022-07-14,3.2711048610724256
2022-07-15,3.28568975299245
2022-07-18,3.2831713260279787
2022-07-19,3.2933494820432316
2022-07-20,3.294391406901818
2022-07-21,3.37820127490828
2022-07-22,3.3922224992158903
2022-07-25,3.358032016204616
2022-07-26,3.3576471822427223
2022-07-27,3.3595662227250123
2022-07-28,3.3698732661474065
2022-07-29,3.381890407737704
2022-08-01,3.3881299963613465
2022-08-02,3.3965090254689927
2022-08-03,3.3942606950967864
2022-08-04,3.395278817667154
2022-08-05,3.397769810349584
2022-08-08,3.398466000741314
2022-08-09,3.386196354411504
2022-08-10,3.3848486470665837
2022-08-11,3.392827288587434
2022-08-12,3.393705601862935
2022-08-15,3.3946400090555815
2022-08-16,3.4133274668576847
2022-08-17,3.411867011480093
2022-08-18,3.417904411571135
2022-08-19,3.439704473802357
2022-08-22,3.431199614087984
2022-08-23,3.415741401265635
2022-08-24,3.409420574316402
2022-08-25,3.434450338369412
2022-08-26,3.4352778514600413
2022-08-29,3.4495405447895022
2022-08-30,3.467441349672078
2022-09-01,3.462598500532062
2022-09-02,3.4719739438337425
2022-09-05,3.528865913854628
2022-09-06,3.5254085278041414
2022-09-07,3.525275963754302
2022-09-08,3.5213386392285617
2022-09-09,3.5236049167133414
2022-09-12,3.5452790699377683
2022-09-13,3.5216726974997554
2022-09-14,3.5110750628103227
2022-09-15,3.4884082103571816
2022-09-19,3.4960358772249114
2022-09-20,3.476697704127055
2022-09-21,3.4837757797989153
2022-09-22,3.4731266448561153
2022-09-23,3.453172867736075
2022-09-26,3.3968966611552567
